tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tBodyAcc-mad()-X,tBodyAcc-mad()-Y,tBodyAcc-mad()-Z,tBodyAcc-max()-X,tBodyAcc-max()-Y,tBodyAcc-max()-Z,tBodyAcc-min()-X,tBodyAcc-min()-Y,tBodyAcc-min()-Z,tBodyAcc-nergy()-X,tBodyAcc-nergy()-Y,tBodyAcc-nergy()-Z,tBodyAcc-iqr()-X,tBodyAcc-iqr()-Y,tBodyAcc-iqr()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tGravityAcc-mad()-X,tGravityAcc-mad()-Y,tGravityAcc-mad()-Z,tGravityAcc-max()-X,tGravityAcc-max()-Y,tGravityAcc-max()-Z,tGravityAcc-min()-X,tGravityAcc-min()-Y,tGravityAcc-min()-Z,tGravityAcc-nergy()-X,tGravityAcc-nergy()-Y,tGravityAcc-nergy()-Z,tGravityAcc-iqr()-X,tGravityAcc-iqr()-Y,tGravityAcc-iqr()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyro-mad()-X,tBodyGyro-mad()-Y,tBodyGyro-mad()-Z,tBodyGyro-max()-X,tBodyGyro-max()-Y,tBodyGyro-max()-Z,tBodyGyro-min()-X,tBodyGyro-min()-Y,tBodyGyro-min()-Z,tBodyGyro-nergy()-X,tBodyGyro-nergy()-Y,tBodyGyro-nergy()-Z,tBodyGyro-iqr()-X,tBodyGyro-iqr()-Y,tBodyGyro-iqr()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tBodyAccMag-mad(),tBodyAccMag-max(),tBodyAccMag-min(),tBodyAccMag-nergy(),tBodyAccMag-iqr(),tGravityAccMag-mean(),tGravityAccMag-std(),tGravityAccMag-mad(),tGravityAccMag-max(),tGravityAccMag-min(),tGravityAccMag-nergy(),tGravityAccMag-iqr(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroMag-mad(),tBodyGyroMag-max(),tBodyGyroMag-min(),tBodyGyroMag-nergy(),tBodyGyroMag-iqr(),Activity
0.2710976600645455,-0.48734816635887873,0.24974062947881814,0.3557139110376764,0.5341893216168232,0.6628718874492138,0.27184406914953174,0.4328180111236474,0.5240784602240329,0.7923629284,0.5964558721,1.572462082,-0.7585245371,-1.572138309,-1.151910782,0.19619201305559425,0.514219247451608,0.48845439575355093,0.44453907010000004,0.6244427561999999,0.6656875610199999,-2.5054484570000004,2.494952649172727,8.889227375666666,0.7082677943013734,1.7577959665437402,0.8831695934921676,0.5390607550909092,1.4789983934876032,0.6534614421616161,-1.156929731,4.698905468,10.43150997,-4.042075634,-0.7214360237,6.994220734,6.763713927963228,9.221003664641831,79.77471585108387,0.8991031650000001,2.492723108,0.9888343810000002,-0.9170437058212122,-0.5374808014339394,-0.21865092858454552,0.36512754994772784,0.31558288763734627,0.5025359176387202,0.3081651481105601,0.2575719680337557,0.34126616838424234,-0.2208212912,0.05436540768,1.25865078,-1.670667291,-1.164885759,-0.8635852933,0.9702473428525616,0.3854602145471859,0.2926977786479657,0.6661289334000001,0.43828290709999995,0.3229854703,0.9106053073259641,0.3776294647508371,0.2943329621311504,1.7914727076157415,0.24676952648597061,0.9674847046616109,0.5117133986443757,3.743101153755081,1.4708894360418623,1.2298401444780256,6.124192357484723,1.4923959495213668,16.108760897482178,2.1465158044985255,1.187253141982838,0.33236989107044546,0.2674507950672305,1.9610869383733869,0.686093061379358,1.5166921996234464,0.45243976527959795,WALKING_UPSTAIRS
0.44284671906160605,-0.26977916196878793,0.9895520064948486,0.7814857562849418,1.3834162652832547,1.626412058074233,0.640726075793886,1.114870020814747,1.3022659868522315,1.828269482,1.349923611,4.379148483,-0.7727884054,-3.328208685,-1.151910782,0.788326537578778,1.9286261907055693,3.544271290066356,1.1785591843,1.8644469973,1.9698877336,-1.1786283015303025,1.3795529025388487,10.137011904121211,0.7012341123994085,1.6986045682485842,1.2958270700658296,0.5961885771505969,1.447486319290953,0.9487629801395775,0.1501496136,4.107280254,13.73300743,-2.42572403,-1.630708575,8.474181175,1.8659930662761695,4.700991645351806,104.38729426721918,1.1365907197,3.1417761293,1.3088741340000016,0.33143091429696964,-0.19845131823630305,0.529451859242727,0.8246346760903978,0.4907628834001836,0.46961467257935136,0.6330009959735536,0.3979324952094215,0.3776979640208814,1.51597023,0.7076665759,1.617981672,-1.670667291,-1.164885759,-0.2681619525,0.7692620621136309,0.27293270289592003,0.49417424405733723,1.1022738963,0.7676823139000001,0.6213843525,1.7429457846027605,0.8884030986740091,0.6770114677902026,3.9851003207765685,0.8562369452107361,3.803203102109216,0.51671597585161,2.578093023934259,0.8398136111106237,0.6752223042241003,4.296243058881577,1.0669464487125944,7.3304782111195035,1.0660825917921959,1.3554849865001977,0.2635436945233878,0.21279245343610143,1.9610869383733869,0.9017793389067805,1.9046901221285673,0.34599509068006284,WALKING_UPSTAIRS
0.5709835028881816,-0.8398869073763634,0.1948302153427576,0.6241542672153548,0.9406455416916217,1.8590902035493129,0.5069702462916803,0.7794805906500277,1.6642329458909932,1.802084923,0.7457931042,3.113027573,-0.7978829145,-2.560615063,-2.464098454,0.7037856022995607,1.5634115057682445,3.3894413678970756,0.9253737032000001,1.3782126901,3.356802941,0.31211833231545455,1.965105623033333,9.682393796636363,0.6448015407659893,1.1500520757788435,1.9517975285223916,0.5305397586306887,0.9366813229959597,1.6878134200275476,1.379462242,3.809971809,13.17488194,-0.9547362328,-0.5156532526,6.826124668,0.5005878189181138,5.144180499498536,97.44282341965979,0.9062815755,1.625324845,3.4151563640000013,0.18427225778727274,-0.1638042463794545,-0.44012933563151524,0.3670048260017231,0.28271927992618245,0.2707745858195111,0.31652377303658397,0.22579304270601655,0.2153716226890725,0.7915053368,0.5352548957,0.2011214644,-0.3735330999,-0.7122479081,-0.7682931423,0.16456721510740577,0.10433989536658747,0.26481092427808406,0.6594096124,0.36238512818,0.3345915675,2.2000804253812904,0.4545162693345537,0.36817773266317283,3.409966199245931,1.7392543918541075,5.040678764536028,0.5604322102868378,2.694819704159538,0.7980155807625111,0.6651686659801578,4.300306741319985,1.5159630150033345,7.879584260607449,1.2676494759767496,1.6237660333573594,0.19446037652673012,0.16503698469602762,1.9726906718480075,1.2686552414778773,2.673285064941013,0.34696420275528395,WALKING_UPSTAIRS
0.5915940827827273,-0.9252875538060601,0.2813084052993939,0.8064076812114613,0.7225664242479822,2.131489365352242,0.6689668858207164,0.5871640526358127,1.6146337668670339,2.268520355,0.5030236244,6.05439949,-0.5119537115,-2.055702925,-1.868118763,0.9805710480604777,1.3624380147561759,4.484707184574223,1.10268884859,0.8355062009,2.712264538,-0.7662833242766668,2.7061917781818177,9.033213716424243,0.5177689301976881,0.6391809177576919,1.7829952120806347,0.4000891709787879,0.5174088912176308,1.557647387943067,0.4725824594,3.888336897,12.4109726,-1.754537225,1.245464206,7.037889481,0.8471510204129195,7.719645814844873,84.68168645997929,0.5790630576000001,0.808175802,3.2099719029999996,-0.1703801095352727,-0.002341581844848496,0.2272536911571516,0.38827077832149637,0.6383056561364399,0.2575880262631488,0.3290750304948539,0.4475196585092011,0.20569061528743804,0.5402944088,0.8704573512,0.6853706241,-0.8825215697,-1.91088295,-0.335965991,0.17521527001459025,0.3950931054596171,0.11598517713765995,0.6435275972000001,0.5729747116,0.28404396027,2.728497580752522,0.39420597565995197,0.30022413086115474,3.712012413870217,2.201787191297988,7.595388358471534,0.3788320102278644,3.5775288117763484,0.5236392930860185,0.4061634700117672,4.563609717893607,2.3227958609069743,13.06460147473947,0.571709612120932,2.285646685432889,0.2944133122055055,0.21605694993454996,3.161915245710361,1.895859722697321,5.308233326658299,0.31884611982130684,WALKING_UPSTAIRS
0.4675144155927271,-0.3223870776042424,-0.03829406975424235,0.7941869524351449,0.6443442080603244,2.090203069033744,0.668833542365069,0.4338385146087787,1.8060771567336458,1.732326508,0.9883582592,3.913082123,-0.9005863667,-2.251558781,-2.811964512,0.8301895255561954,0.5065316905561545,4.238022915582542,1.2448812727,0.43970608708,3.6821303370000003,0.34646984888484866,2.0543107472242426,10.274943641000002,1.312452175802929,0.6397816808266555,2.43310869967814,1.0685403353111107,0.44897394296749316,2.0460776390909095,2.152942181,3.351148129,15.41755486,-2.083550215,0.3296113312,6.677171707,1.7903741695388644,4.617109590763576,111.31509028701065,2.1176480646,0.5108675949999999,3.357728003,-0.08444500534872727,0.17906154378784847,-0.3588635066788183,0.26350759139238655,0.29207497696887375,0.39530791595307374,0.20407262529850137,0.20930185005879523,0.3207430484680992,0.445002228,0.9938485026,0.6696413159,-0.6470399499,-0.39384377,-0.8926005363,0.07446308084002365,0.11478574402380214,0.2803159603435514,0.29244311900000003,0.28221144525999997,0.6166503168599999,3.134597350142988,0.18714403538890248,0.12277545270982622,3.823104707851157,2.880172350228129,9.85966213780867,0.12608980214410392,3.719635703640736,0.35795884881361134,0.2989607190036432,4.504326541430171,3.1298286712563703,13.959941440471846,0.527855424144783,2.830730786176255,0.20144865491124417,0.16830126875320425,3.2440742226650086,2.570524439911251,8.052388600112032,0.3149573129584451,WALKING_UPSTAIRS
0.9487666235351515,-0.901225931748485,-0.08268992104545454,0.8656969039160609,0.6517619924436254,1.7021296793291834,0.746917158846832,0.5596292391406796,1.4618167299421485,2.296313286,-0.1318318844,2.872746468,-0.3272563219,-2.399820089,-2.625601768,1.626879201158392,1.2241293386441279,2.8162877517729457,1.5391599535,1.0186216833000001,2.654393196,-0.5691654986703034,2.0381773294515155,9.344552517030303,0.9195399445866386,0.9850302762863024,1.4942133472618906,0.7533403264092928,0.783670292350046,1.2999695576124886,1.099501967,3.527618885,12.14118195,-2.036292076,-0.2291127741,6.985845566,1.143880234879425,5.095048906484699,89.48567849712339,1.4141581503,1.2370892770000002,2.1918249149999998,0.11215525711636365,-0.011235888417272723,0.0750971954727273,0.5926749309418149,0.31220739956802757,0.4065757710852867,0.4787584135590082,0.25861640828236915,0.3438455863582368,0.774248898,0.7577560544,0.7426375747,-1.027139664,-0.516471386,-0.7725690603,0.353198024745514,0.09464596431097874,0.16593423859438577,0.6589514986,0.453859508,0.6059604883,3.905274834949591,0.4367921815949321,0.3669731230254024,4.8741339700392645,3.318789407696759,15.436177509729315,0.6943881390662097,4.174418038852622,0.4675037817828294,0.36979300789466496,5.076480851590282,3.2059321581150946,17.637702725261814,0.5350208764158393,3.491300984078796,0.19972283290797216,0.17190689617316757,3.7893555673681365,3.185452053870713,12.227863007475415,0.40669130067673365,WALKING_UPSTAIRS
-0.011180776545454546,-0.6003545883760606,0.31620739441442414,0.46901394030822935,0.8144295479991507,1.6846256417107457,0.379604270413168,0.7198733094503582,1.4455982660016304,0.9371631742,0.7838397026,3.619392395,-0.7598797083,-2.060590982,-1.779504299,0.2134332048705364,1.003621257145742,2.8519517734550544,0.7303336859,1.32542467162,3.0418500896,-1.1888703064109092,2.4747767990060607,9.401382099393942,0.8961563659184616,0.7072144404725089,1.862202612479271,0.7297790465322315,0.513224199145271,1.5878696861744723,0.993021369,3.744169235,12.93141174,-2.34676075,0.6125625968,6.681358814,2.1921725881818683,6.609516340474775,91.74869914358018,1.302293718,0.7106683250000003,3.3673000319999993,0.1102949515004303,-0.018894615884666652,-0.18544767447333324,0.27050792496537174,0.23667430834129347,0.5910418360254902,0.21218248153902883,0.18344348858343434,0.5035922393866666,0.5615213513,0.5822901726,0.6716265678,-0.5360184908,-0.3141281903,-0.9717052579,0.08312210356921797,0.05467431873132451,0.3731355206292715,0.35856732726,0.3252761662,1.2331478894,4.312565296382016,0.24435431850021477,0.22405280489756693,4.65356963051769,3.963269457836948,18.65611910389276,0.43433369685051915,4.967648362980233,0.40736917713076476,0.3350000359727087,5.884771560730268,4.495404352652146,24.838451127530448,0.5571375903289262,4.073285976842431,0.1891770473680068,0.1612511837642595,4.375708785260965,3.7523699215327744,16.62636212089963,0.3339123191307416,WALKING_UPSTAIRS
0.9782910744048486,-0.49192931439066667,0.12486905760484854,0.6618767589358607,0.701259982493295,1.5094579936805523,0.5677145610865013,0.5506619343418182,1.2062365880374286,2.170777798,0.5288565159,2.76244545,-0.04516232014,-2.119296551,-2.25114584,1.3818590931881343,0.718858026644383,2.2250113697276017,1.2207212445,0.93660426138,1.8561410904,-1.030672096241515,2.592786474696969,9.164691968939394,0.5029392939865803,0.9334104610227871,1.363099539078088,0.42857892557140503,0.8016021678934798,1.1010917452745637,0.05204389244,4.245465755,11.57707405,-1.695913076,1.05224371,6.872784615,1.3075678145146077,7.567395122762349,85.79331498584273,0.7627122399,1.2801600690000001,1.9136600500000007,-0.08936880322863634,0.14787594172303029,-0.02765009111393932,0.28892180242666404,0.3299719024905682,0.4551388726338945,0.22628216710479343,0.29335785377627194,0.4002157384498807,0.2066190839,0.7434011102,0.5428904891,-0.7890619636,-0.4164451063,-0.7296570539,0.08893302097109793,0.1274493124999834,0.2016386059700782,0.291526854,0.5633538813000001,0.9320002197999999,5.011330901814884,0.27230945742402696,0.21864260904681057,5.519042628805601,4.516451362707021,25.185342804432743,0.3083898891474828,5.487511400648771,0.485529067496182,0.3944892597599628,6.454474789280699,4.869586827109701,30.341376257470813,0.6704108756968257,4.708931873359855,0.17914501331643712,0.1548319791625132,4.997321536796031,4.395898480491338,22.20515981053457,0.2906849903469224,WALKING_UPSTAIRS
-0.2123393867848485,-0.36348152163636355,0.05964069657606043,0.34358131570627476,1.0582155104731787,1.7473361615724339,0.2503218429480257,0.873761090339945,1.5688346262006796,0.3543079495,1.528493166,3.227170944,-1.025693893,-2.212392807,-2.192725182,0.15955891990981863,1.2180049417647931,2.9642199572104406,0.32822287086999996,1.8347601892999998,3.300276756,-1.670244592575758,2.2042972065878783,9.315838669272724,0.25789331683623445,1.0238093210421733,1.6984347028142353,0.20859085734618918,0.8354983000466482,1.4677198478622577,-1.173679471,4.098307133,12.4546423,-2.364706993,0.3834498227,7.059424877,2.8542105387801167,5.875348503070845,89.58211599286122,0.33379876600000014,1.202991485,3.2033915520000003,-0.14587680306757575,-0.014095762576666657,0.4942355975648485,0.37088943501247945,0.3441033685602787,0.4450796332430876,0.2982589348334068,0.28946531239555556,0.37725091343408634,0.6398624778,0.6957550049,1.134343386,-0.8360971808,-0.6543701291,-0.4214846194,0.1546705609497024,0.11501772398155692,0.4363618003757265,0.48409644141999997,0.5343386381999999,0.5702259242,5.554814441131048,0.2117876146140232,0.16645014800750652,6.00541558633178,5.181388416798538,30.899458257171503,0.3311306813364876,6.023262893089723,0.3767297959823281,0.2853504365855904,6.851695796462372,5.493629044406736,36.41732045059851,0.3725398504697477,5.340281038209636,0.1810199918982025,0.15299862294805877,5.634986315373725,5.023960611429598,28.55037682763528,0.25634027758767974,WALKING_UPSTAIRS
0.3233609729733637,-0.5151337276466668,0.016459638430303226,1.0107601932435788,1.0302754176325195,2.271815635798429,0.8240167038440107,0.8089200596238384,2.005020420099174,2.05450964,1.176914096,4.090426445,-1.429752231,-2.777848482,-3.12053442,1.0952398153230531,1.294664513652835,5.005018830541591,1.1144884825,1.2782263751999998,3.938207149,-1.0151368995878784,1.6347329297730302,9.599315614454547,1.2513995850612492,1.2766767374619363,2.3103262890206513,1.029257627914784,0.9938915200602021,2.0636633898236916,1.030708313,3.613162279,13.59362507,-2.976073265,-1.055832982,6.3343997,2.549049273017829,4.252864228752391,97.3227221439617,2.0626132043000003,1.2927223440000002,4.002594469,-0.08970199355787878,-0.06989110333787879,0.6930386052354544,0.38419049498571656,0.3695787850574236,0.40868195974104604,0.31249577553590446,0.3128772009632691,0.302848979701102,0.6864396334,0.6545228362,1.630351305,-0.5584670901,-0.7357655168,0.04825693369,0.151175986011768,0.1373341998913825,0.6422622118306139,0.45370680094000004,0.5987830162,0.415986985,6.252129590802798,0.23062570209644112,0.17343827733142617,6.837133877498059,5.9190679476133905,39.14070087058467,0.21817012539219416,6.431383940761537,0.3799359857744181,0.31903226391563155,7.178973302000248,5.9319222792104584,41.50267646333887,0.6841507019293376,5.968056666130785,0.1901428780032068,0.16336082246446137,6.279350914550306,5.649475221010873,35.65275909892904,0.2814104733844678,WALKING_UPSTAIRS
