tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z
-0.4581434823978783,2.672415412422905,9.378494991733776
-0.23639887770779205,2.775267080873923,9.270469007556786
-0.5400645703502714,2.1210480174720265,9.465926531026549
-1.1984026916968509,2.121419031322788,9.472341805078909
-0.9151901065612358,3.170435620569519,9.122571335858833
